,Stazione,Data inizio,Data fine,Strumento,PM2.5,Unità di misura,F1,F2,F3,F4
237,GIARDINI MARGHERITA,25/08/2010,26/08/2010,FAI SWAM 5A,13.0,ug/m3,,1,1,1
238,GIARDINI MARGHERITA,26/08/2010,27/08/2010,FAI SWAM 5A,14.0,ug/m3,,1,1,1
239,GIARDINI MARGHERITA,27/08/2010,28/08/2010,FAI SWAM 5A,10.0,ug/m3,,1,1,1
240,GIARDINI MARGHERITA,28/08/2010,29/08/2010,FAI SWAM 5A,9.0,ug/m3,,1,1,1
241,GIARDINI MARGHERITA,29/08/2010,30/08/2010,FAI SWAM 5A,2.0,ug/m3,,1,1,1
242,GIARDINI MARGHERITA,30/08/2010,31/08/2010,FAI SWAM 5A,3.0,ug/m3,,1,1,1
243,GIARDINI MARGHERITA,31/08/2010,01/09/2010,FAI SWAM 5A,2.0,ug/m3,,1,1,1
244,GIARDINI MARGHERITA,01/09/2010,02/09/2010,FAI SWAM 5A,5.0,ug/m3,,1,1,1
245,GIARDINI MARGHERITA,02/09/2010,03/09/2010,FAI SWAM 5A,8.0,ug/m3,,1,1,1
246,GIARDINI MARGHERITA,03/09/2010,04/09/2010,FAI SWAM 5A,8.0,ug/m3,,1,1,1
247,GIARDINI MARGHERITA,04/09/2010,05/09/2010,FAI SWAM 5A,8.0,ug/m3,,1,1,1
248,GIARDINI MARGHERITA,05/09/2010,06/09/2010,FAI SWAM 5A,12.0,ug/m3,,1,1,1
249,GIARDINI MARGHERITA,06/09/2010,07/09/2010,FAI SWAM 5A,12.0,ug/m3,,1,1,1
250,GIARDINI MARGHERITA,07/09/2010,08/09/2010,FAI SWAM 5A,15.0,ug/m3,,1,1,1
251,GIARDINI MARGHERITA,08/09/2010,09/09/2010,FAI SWAM 5A,13.0,ug/m3,,1,1,1
252,GIARDINI MARGHERITA,09/09/2010,10/09/2010,FAI SWAM 5A,6.0,ug/m3,,1,1,1
253,GIARDINI MARGHERITA,10/09/2010,11/09/2010,FAI SWAM 5A,5.0,ug/m3,,1,1,1
254,GIARDINI MARGHERITA,11/09/2010,12/09/2010,FAI SWAM 5A,8.0,ug/m3,,1,1,1
255,GIARDINI MARGHERITA,12/09/2010,13/09/2010,FAI SWAM 5A,9.0,ug/m3,,1,1,1
256,GIARDINI MARGHERITA,13/09/2010,14/09/2010,FAI SWAM 5A,9.0,ug/m3,,1,1,1
257,GIARDINI MARGHERITA,14/09/2010,15/09/2010,FAI SWAM 5A,11.0,ug/m3,,1,1,1
258,GIARDINI MARGHERITA,15/09/2010,16/09/2010,FAI SWAM 5A,10.0,ug/m3,,1,1,1
259,GIARDINI MARGHERITA,16/09/2010,17/09/2010,FAI SWAM 5A,8.0,ug/m3,,1,1,1
260,GIARDINI MARGHERITA,17/09/2010,18/09/2010,FAI SWAM 5A,9.0,ug/m3,,1,1,1
261,GIARDINI MARGHERITA,18/09/2010,19/09/2010,FAI SWAM 5A,7.0,ug/m3,,1,1,1
262,GIARDINI MARGHERITA,19/09/2010,20/09/2010,FAI SWAM 5A,3.0,ug/m3,,1,1,1
263,GIARDINI MARGHERITA,20/09/2010,21/09/2010,FAI SWAM 5A,7.0,ug/m3,,1,1,1
264,GIARDINI MARGHERITA,21/09/2010,22/09/2010,FAI SWAM 5A,9.0,ug/m3,,1,1,1
265,GIARDINI MARGHERITA,22/09/2010,23/09/2010,FAI SWAM 5A,17.0,ug/m3,,1,1,1
266,GIARDINI MARGHERITA,23/09/2010,24/09/2010,FAI SWAM 5A,14.0,ug/m3,,1,1,1
267,GIARDINI MARGHERITA,24/09/2010,25/09/2010,FAI SWAM 5A,24.0,ug/m3,,1,1,1
268,GIARDINI MARGHERITA,25/09/2010,26/09/2010,FAI SWAM 5A,5.0,ug/m3,,1,1,-1
269,GIARDINI MARGHERITA,26/09/2010,27/09/2010,FAI SWAM 5A,,ug/m3,,-1,-1,-1
270,GIARDINI MARGHERITA,27/09/2010,28/09/2010,FAI SWAM 5A,8.0,ug/m3,,1,1,1
271,GIARDINI MARGHERITA,28/09/2010,29/09/2010,FAI SWAM 5A,6.0,ug/m3,,1,1,1
272,GIARDINI MARGHERITA,29/09/2010,30/09/2010,FAI SWAM 5A,12.0,ug/m3,,1,1,1
273,GIARDINI MARGHERITA,30/09/2010,01/10/2010,FAI SWAM 5A,14.0,ug/m3,,1,1,1
274,GIARDINI MARGHERITA,01/10/2010,02/10/2010,FAI SWAM 5A,19.0,ug/m3,,1,1,1
275,GIARDINI MARGHERITA,02/10/2010,03/10/2010,FAI SWAM 5A,19.0,ug/m3,,1,1,1
276,GIARDINI MARGHERITA,03/10/2010,04/10/2010,FAI SWAM 5A,19.0,ug/m3,,1,1,1
277,GIARDINI MARGHERITA,04/10/2010,05/10/2010,FAI SWAM 5A,15.0,ug/m3,,1,1,1
278,GIARDINI MARGHERITA,05/10/2010,06/10/2010,FAI SWAM 5A,6.0,ug/m3,,1,1,1
279,GIARDINI MARGHERITA,06/10/2010,07/10/2010,FAI SWAM 5A,7.0,ug/m3,,1,1,1
280,GIARDINI MARGHERITA,07/10/2010,08/10/2010,FAI SWAM 5A,13.0,ug/m3,,1,1,1
281,GIARDINI MARGHERITA,08/10/2010,09/10/2010,FAI SWAM 5A,12.0,ug/m3,,1,1,1
282,GIARDINI MARGHERITA,09/10/2010,10/10/2010,FAI SWAM 5A,14.0,ug/m3,,1,1,1
283,GIARDINI MARGHERITA,10/10/2010,11/10/2010,FAI SWAM 5A,17.0,ug/m3,,1,1,1
284,GIARDINI MARGHERITA,11/10/2010,12/10/2010,FAI SWAM 5A,24.0,ug/m3,,1,1,1
285,GIARDINI MARGHERITA,12/10/2010,13/10/2010,FAI SWAM 5A,26.0,ug/m3,,1,1,1
286,GIARDINI MARGHERITA,13/10/2010,14/10/2010,FAI SWAM 5A,40.0,ug/m3,,1,1,1
287,GIARDINI MARGHERITA,14/10/2010,15/10/2010,FAI SWAM 5A,40.0,ug/m3,,1,1,1
288,GIARDINI MARGHERITA,15/10/2010,16/10/2010,FAI SWAM 5A,40.0,ug/m3,,1,1,1
289,GIARDINI MARGHERITA,16/10/2010,17/10/2010,FAI SWAM 5A,29.0,ug/m3,,1,1,1
290,GIARDINI MARGHERITA,17/10/2010,18/10/2010,FAI SWAM 5A,7.0,ug/m3,,1,1,1
291,GIARDINI MARGHERITA,18/10/2010,19/10/2010,FAI SWAM 5A,15.0,ug/m3,,1,1,1
292,GIARDINI MARGHERITA,19/10/2010,20/10/2010,FAI SWAM 5A,13.0,ug/m3,,1,1,1
293,GIARDINI MARGHERITA,20/10/2010,21/10/2010,FAI SWAM 5A,18.0,ug/m3,,1,1,1
294,GIARDINI MARGHERITA,21/10/2010,22/10/2010,FAI SWAM 5A,15.0,ug/m3,,1,1,1
295,GIARDINI MARGHERITA,22/10/2010,23/10/2010,FAI SWAM 5A,31.0,ug/m3,,1,1,1
296,GIARDINI MARGHERITA,23/10/2010,24/10/2010,FAI SWAM 5A,49.0,ug/m3,,1,1,1
297,GIARDINI MARGHERITA,24/10/2010,25/10/2010,FAI SWAM 5A,57.0,ug/m3,,1,1,1
298,GIARDINI MARGHERITA,25/10/2010,26/10/2010,FAI SWAM 5A,4.0,ug/m3,,1,1,1
299,GIARDINI MARGHERITA,26/10/2010,27/10/2010,FAI SWAM 5A,4.0,ug/m3,,1,1,1
300,GIARDINI MARGHERITA,27/10/2010,28/10/2010,FAI SWAM 5A,10.0,ug/m3,,1,1,1
301,GIARDINI MARGHERITA,28/10/2010,29/10/2010,FAI SWAM 5A,19.0,ug/m3,,1,1,1
302,GIARDINI MARGHERITA,29/10/2010,30/10/2010,FAI SWAM 5A,22.0,ug/m3,,1,1,1
303,GIARDINI MARGHERITA,30/10/2010,31/10/2010,FAI SWAM 5A,43.0,ug/m3,,1,1,1
304,GIARDINI MARGHERITA,31/10/2010,01/11/2010,FAI SWAM 5A,19.0,ug/m3,,1,1,1
305,GIARDINI MARGHERITA,01/11/2010,02/11/2010,FAI SWAM 5A,10.0,ug/m3,,1,1,1
306,GIARDINI MARGHERITA,02/11/2010,03/11/2010,FAI SWAM 5A,7.0,ug/m3,,1,1,1
307,GIARDINI MARGHERITA,03/11/2010,04/11/2010,FAI SWAM 5A,13.0,ug/m3,,1,1,1
308,GIARDINI MARGHERITA,04/11/2010,05/11/2010,FAI SWAM 5A,14.0,ug/m3,,1,1,1
309,GIARDINI MARGHERITA,05/11/2010,06/11/2010,FAI SWAM 5A,27.0,ug/m3,,1,1,1
310,GIARDINI MARGHERITA,06/11/2010,07/11/2010,FAI SWAM 5A,26.0,ug/m3,,1,1,1
311,GIARDINI MARGHERITA,07/11/2010,08/11/2010,FAI SWAM 5A,,ug/m3,,-1,-1,-1
312,GIARDINI MARGHERITA,08/11/2010,09/11/2010,FAI SWAM 5A,3.0,ug/m3,,1,1,1
313,GIARDINI MARGHERITA,09/11/2010,10/11/2010,FAI SWAM 5A,,ug/m3,,-1,-1,-1
314,GIARDINI MARGHERITA,10/11/2010,11/11/2010,FAI SWAM 5A,7.0,ug/m3,,1,1,1
315,GIARDINI MARGHERITA,11/11/2010,12/11/2010,FAI SWAM 5A,22.0,ug/m3,,1,1,1
316,GIARDINI MARGHERITA,12/11/2010,13/11/2010,FAI SWAM 5A,19.0,ug/m3,,1,1,1
317,GIARDINI MARGHERITA,13/11/2010,14/11/2010,FAI SWAM 5A,40.0,ug/m3,,1,1,1
318,GIARDINI MARGHERITA,14/11/2010,15/11/2010,FAI SWAM 5A,23.0,ug/m3,,1,1,1
319,GIARDINI MARGHERITA,15/11/2010,16/11/2010,FAI SWAM 5A,20.0,ug/m3,,1,1,1
320,GIARDINI MARGHERITA,16/11/2010,17/11/2010,FAI SWAM 5A,8.0,ug/m3,,1,1,1
321,GIARDINI MARGHERITA,17/11/2010,18/11/2010,FAI SWAM 5A,12.0,ug/m3,,1,1,1
322,GIARDINI MARGHERITA,18/11/2010,19/11/2010,FAI SWAM 5A,12.0,ug/m3,,1,1,1
323,GIARDINI MARGHERITA,19/11/2010,20/11/2010,FAI SWAM 5A,16.0,ug/m3,,1,1,1
324,GIARDINI MARGHERITA,20/11/2010,21/11/2010,FAI SWAM 5A,18.0,ug/m3,,1,1,1
325,GIARDINI MARGHERITA,21/11/2010,22/11/2010,FAI SWAM 5A,19.0,ug/m3,,1,1,1
326,GIARDINI MARGHERITA,22/11/2010,23/11/2010,FAI SWAM 5A,12.0,ug/m3,,1,1,1
327,GIARDINI MARGHERITA,23/11/2010,24/11/2010,FAI SWAM 5A,20.0,ug/m3,,1,1,1
328,GIARDINI MARGHERITA,24/11/2010,25/11/2010,FAI SWAM 5A,14.0,ug/m3,,1,1,1
329,GIARDINI MARGHERITA,25/11/2010,26/11/2010,FAI SWAM 5A,24.0,ug/m3,,1,1,1
330,GIARDINI MARGHERITA,26/11/2010,27/11/2010,FAI SWAM 5A,9.0,ug/m3,,1,1,1
331,GIARDINI MARGHERITA,27/11/2010,28/11/2010,FAI SWAM 5A,12.0,ug/m3,,1,1,1
332,GIARDINI MARGHERITA,28/11/2010,29/11/2010,FAI SWAM 5A,18.0,ug/m3,,1,1,1
333,GIARDINI MARGHERITA,29/11/2010,30/11/2010,FAI SWAM 5A,7.0,ug/m3,,1,1,1
334,GIARDINI MARGHERITA,30/11/2010,01/12/2010,FAI SWAM 5A,23.0,ug/m3,,1,1,1
335,GIARDINI MARGHERITA,01/12/2010,02/12/2010,FAI SWAM 5A,12.0,ug/m3,,1,1,1
336,GIARDINI MARGHERITA,02/12/2010,03/12/2010,FAI SWAM 5A,15.0,ug/m3,,1,1,1
337,GIARDINI MARGHERITA,03/12/2010,04/12/2010,FAI SWAM 5A,19.0,ug/m3,,1,1,-1
338,GIARDINI MARGHERITA,04/12/2010,05/12/2010,FAI SWAM 5A,22.0,ug/m3,,1,1,1
339,GIARDINI MARGHERITA,05/12/2010,06/12/2010,FAI SWAM 5A,24.0,ug/m3,,1,1,1
340,GIARDINI MARGHERITA,06/12/2010,07/12/2010,FAI SWAM 5A,34.0,ug/m3,,1,1,1
341,GIARDINI MARGHERITA,07/12/2010,08/12/2010,FAI SWAM 5A,,ug/m3,,-1,-1,-1
342,GIARDINI MARGHERITA,08/12/2010,09/12/2010,FAI SWAM 5A,10.0,ug/m3,,1,1,1
343,GIARDINI MARGHERITA,09/12/2010,10/12/2010,FAI SWAM 5A,,ug/m3,,-1,-1,-1
344,GIARDINI MARGHERITA,10/12/2010,11/12/2010,FAI SWAM 5A,,ug/m3,,-1,-1,-1
345,GIARDINI MARGHERITA,11/12/2010,12/12/2010,FAI SWAM 5A,6.0,ug/m3,,1,1,1
346,GIARDINI MARGHERITA,12/12/2010,13/12/2010,FAI SWAM 5A,32.0,ug/m3,,1,1,1
347,GIARDINI MARGHERITA,13/12/2010,14/12/2010,FAI SWAM 5A,19.0,ug/m3,,1,1,1
348,GIARDINI MARGHERITA,14/12/2010,15/12/2010,FAI SWAM 5A,21.0,ug/m3,,1,1,1
349,GIARDINI MARGHERITA,15/12/2010,16/12/2010,FAI SWAM 5A,28.0,ug/m3,,1,1,1
350,GIARDINI MARGHERITA,16/12/2010,17/12/2010,FAI SWAM 5A,25.0,ug/m3,,1,1,1
351,GIARDINI MARGHERITA,17/12/2010,18/12/2010,FAI SWAM 5A,28.0,ug/m3,,1,1,1
352,GIARDINI MARGHERITA,18/12/2010,19/12/2010,FAI SWAM 5A,21.0,ug/m3,,1,1,1
353,GIARDINI MARGHERITA,19/12/2010,20/12/2010,FAI SWAM 5A,47.0,ug/m3,,1,1,1
354,GIARDINI MARGHERITA,20/12/2010,21/12/2010,FAI SWAM 5A,,ug/m3,,-1,-1,-1
355,GIARDINI MARGHERITA,21/12/2010,22/12/2010,FAI SWAM 5A,,ug/m3,,-1,-1,-1
356,GIARDINI MARGHERITA,22/12/2010,23/12/2010,FAI SWAM 5A,24.0,ug/m3,,1,1,1
357,GIARDINI MARGHERITA,23/12/2010,24/12/2010,FAI SWAM 5A,10.0,ug/m3,,1,1,1
358,GIARDINI MARGHERITA,24/12/2010,25/12/2010,FAI SWAM 5A,5.0,ug/m3,,1,1,1
359,GIARDINI MARGHERITA,25/12/2010,26/12/2010,FAI SWAM 5A,3.0,ug/m3,,1,1,1
360,GIARDINI MARGHERITA,26/12/2010,27/12/2010,FAI SWAM 5A,7.0,ug/m3,,1,1,1
361,GIARDINI MARGHERITA,27/12/2010,28/12/2010,FAI SWAM 5A,18.0,ug/m3,,1,1,1
362,GIARDINI MARGHERITA,28/12/2010,29/12/2010,FAI SWAM 5A,20.0,ug/m3,,1,1,1
363,GIARDINI MARGHERITA,29/12/2010,30/12/2010,FAI SWAM 5A,41.0,ug/m3,,1,1,1
364,GIARDINI MARGHERITA,30/12/2010,31/12/2010,FAI SWAM 5A,52.0,ug/m3,,1,1,1
365,GIARDINI MARGHERITA,31/12/2010,01/01/2011,FAI SWAM 5A,66.0,ug/m3,,1,1,1
366,GIARDINI MARGHERITA,01/01/2011,02/01/2011,FAI SWAM 5A,73.0,ug/m3,,1,1,1
367,GIARDINI MARGHERITA,02/01/2011,03/01/2011,FAI SWAM 5A,79.0,ug/m3,,1,1,1
368,GIARDINI MARGHERITA,03/01/2011,04/01/2011,FAI SWAM 5A,35.0,ug/m3,,1,1,1
369,GIARDINI MARGHERITA,04/01/2011,05/01/2011,FAI SWAM 5A,20.0,ug/m3,,1,1,1
370,GIARDINI MARGHERITA,05/01/2011,06/01/2011,FAI SWAM 5A,43.0,ug/m3,,1,1,1
371,GIARDINI MARGHERITA,06/01/2011,07/01/2011,FAI SWAM 5A,43.0,ug/m3,,1,1,1
372,GIARDINI MARGHERITA,07/01/2011,08/01/2011,FAI SWAM 5A,56.0,ug/m3,,1,1,1
373,GIARDINI MARGHERITA,08/01/2011,09/01/2011,FAI SWAM 5A,48.0,ug/m3,,1,1,1
374,GIARDINI MARGHERITA,09/01/2011,10/01/2011,FAI SWAM 5A,29.0,ug/m3,,1,1,1
375,GIARDINI MARGHERITA,10/01/2011,11/01/2011,FAI SWAM 5A,23.0,ug/m3,,1,1,1
376,GIARDINI MARGHERITA,11/01/2011,12/01/2011,FAI SWAM 5A,11.0,ug/m3,,1,1,1
377,GIARDINI MARGHERITA,12/01/2011,13/01/2011,FAI SWAM 5A,21.0,ug/m3,,1,1,1
378,GIARDINI MARGHERITA,13/01/2011,14/01/2011,FAI SWAM 5A,24.0,ug/m3,,1,1,1
379,GIARDINI MARGHERITA,14/01/2011,15/01/2011,FAI SWAM 5A,25.0,ug/m3,,1,1,1
380,GIARDINI MARGHERITA,15/01/2011,16/01/2011,FAI SWAM 5A,24.0,ug/m3,,1,1,1
381,GIARDINI MARGHERITA,16/01/2011,17/01/2011,FAI SWAM 5A,22.0,ug/m3,,1,1,1
382,GIARDINI MARGHERITA,17/01/2011,18/01/2011,FAI SWAM 5A,24.0,ug/m3,,1,1,1
383,GIARDINI MARGHERITA,18/01/2011,19/01/2011,FAI SWAM 5A,34.0,ug/m3,,1,1,1
384,GIARDINI MARGHERITA,19/01/2011,20/01/2011,FAI SWAM 5A,27.0,ug/m3,,1,1,1
385,GIARDINI MARGHERITA,20/01/2011,21/01/2011,FAI SWAM 5A,12.0,ug/m3,,1,1,1
386,GIARDINI MARGHERITA,21/01/2011,22/01/2011,FAI SWAM 5A,10.0,ug/m3,,1,1,1
387,GIARDINI MARGHERITA,22/01/2011,23/01/2011,FAI SWAM 5A,12.0,ug/m3,,1,1,1
388,GIARDINI MARGHERITA,23/01/2011,24/01/2011,FAI SWAM 5A,17.0,ug/m3,,1,1,1
389,GIARDINI MARGHERITA,24/01/2011,25/01/2011,FAI SWAM 5A,22.0,ug/m3,,1,1,1
390,GIARDINI MARGHERITA,25/01/2011,26/01/2011,FAI SWAM 5A,39.0,ug/m3,,1,1,1
391,GIARDINI MARGHERITA,26/01/2011,27/01/2011,FAI SWAM 5A,64.0,ug/m3,,1,1,1
392,GIARDINI MARGHERITA,27/01/2011,28/01/2011,FAI SWAM 5A,79.0,ug/m3,,1,1,1
393,GIARDINI MARGHERITA,28/01/2011,29/01/2011,FAI SWAM 5A,33.0,ug/m3,,1,1,1
394,GIARDINI MARGHERITA,29/01/2011,30/01/2011,FAI SWAM 5A,26.0,ug/m3,,1,1,1
395,GIARDINI MARGHERITA,30/01/2011,31/01/2011,FAI SWAM 5A,29.0,ug/m3,,1,1,1
396,GIARDINI MARGHERITA,31/01/2011,01/02/2011,FAI SWAM 5A,29.0,ug/m3,,1,1,1
397,GIARDINI MARGHERITA,01/02/2011,02/02/2011,FAI SWAM 5A,32.0,ug/m3,,1,1,1
398,GIARDINI MARGHERITA,02/02/2011,03/02/2011,FAI SWAM 5A,44.0,ug/m3,,1,1,1
399,GIARDINI MARGHERITA,03/02/2011,04/02/2011,FAI SWAM 5A,28.0,ug/m3,,1,1,1
400,GIARDINI MARGHERITA,04/02/2011,05/02/2011,FAI SWAM 5A,19.0,ug/m3,,1,1,1
401,GIARDINI MARGHERITA,05/02/2011,06/02/2011,FAI SWAM 5A,18.0,ug/m3,,1,1,1
402,GIARDINI MARGHERITA,06/02/2011,07/02/2011,FAI SWAM 5A,27.0,ug/m3,,1,1,1
403,GIARDINI MARGHERITA,07/02/2011,08/02/2011,FAI SWAM 5A,23.0,ug/m3,,1,1,1
404,GIARDINI MARGHERITA,08/02/2011,09/02/2011,FAI SWAM 5A,37.0,ug/m3,,1,1,1
405,GIARDINI MARGHERITA,09/02/2011,10/02/2011,FAI SWAM 5A,57.0,ug/m3,,1,1,1
406,GIARDINI MARGHERITA,10/02/2011,11/02/2011,FAI SWAM 5A,57.0,ug/m3,,1,1,1
407,GIARDINI MARGHERITA,11/02/2011,12/02/2011,FAI SWAM 5A,26.0,ug/m3,,1,1,1
408,GIARDINI MARGHERITA,12/02/2011,13/02/2011,FAI SWAM 5A,17.0,ug/m3,,1,1,1
409,GIARDINI MARGHERITA,13/02/2011,14/02/2011,FAI SWAM 5A,82.0,ug/m3,,1,1,1
410,GIARDINI MARGHERITA,14/02/2011,15/02/2011,FAI SWAM 5A,91.0,ug/m3,,1,1,1
411,GIARDINI MARGHERITA,15/02/2011,16/02/2011,FAI SWAM 5A,73.0,ug/m3,,1,1,1
412,GIARDINI MARGHERITA,16/02/2011,17/02/2011,FAI SWAM 5A,22.0,ug/m3,,1,1,1
413,GIARDINI MARGHERITA,17/02/2011,18/02/2011,FAI SWAM 5A,13.0,ug/m3,,1,1,1
414,GIARDINI MARGHERITA,18/02/2011,19/02/2011,FAI SWAM 5A,15.0,ug/m3,,1,1,1
415,GIARDINI MARGHERITA,19/02/2011,20/02/2011,FAI SWAM 5A,20.0,ug/m3,,1,1,1
416,GIARDINI MARGHERITA,20/02/2011,21/02/2011,FAI SWAM 5A,21.0,ug/m3,,1,1,1
417,GIARDINI MARGHERITA,21/02/2011,22/02/2011,FAI SWAM 5A,23.0,ug/m3,,1,1,1
418,GIARDINI MARGHERITA,22/02/2011,23/02/2011,FAI SWAM 5A,23.0,ug/m3,,1,1,1
419,GIARDINI MARGHERITA,23/02/2011,24/02/2011,FAI SWAM 5A,27.0,ug/m3,,1,1,1
420,GIARDINI MARGHERITA,24/02/2011,25/02/2011,FAI SWAM 5A,33.0,ug/m3,,1,1,1
421,GIARDINI MARGHERITA,25/02/2011,26/02/2011,FAI SWAM 5A,22.0,ug/m3,,1,1,1
422,GIARDINI MARGHERITA,26/02/2011,27/02/2011,FAI SWAM 5A,27.0,ug/m3,,1,1,1
423,GIARDINI MARGHERITA,27/02/2011,28/02/2011,FAI SWAM 5A,31.0,ug/m3,,1,1,1
424,GIARDINI MARGHERITA,28/02/2011,01/03/2011,FAI SWAM 5A,23.0,ug/m3,,1,1,1
425,GIARDINI MARGHERITA,01/03/2011,02/03/2011,FAI SWAM 5A,20.0,ug/m3,,1,1,1
426,GIARDINI MARGHERITA,02/03/2011,03/03/2011,FAI SWAM 5A,15.0,ug/m3,,1,1,1
427,GIARDINI MARGHERITA,03/03/2011,04/03/2011,FAI SWAM 5A,20.0,ug/m3,,1,1,1
428,GIARDINI MARGHERITA,04/03/2011,05/03/2011,FAI SWAM 5A,20.0,ug/m3,,1,1,1
429,GIARDINI MARGHERITA,05/03/2011,06/03/2011,FAI SWAM 5A,37.0,ug/m3,,1,1,1
430,GIARDINI MARGHERITA,06/03/2011,07/03/2011,FAI SWAM 5A,28.0,ug/m3,,1,1,1
431,GIARDINI MARGHERITA,07/03/2011,08/03/2011,FAI SWAM 5A,9.0,ug/m3,,1,1,1
432,GIARDINI MARGHERITA,08/03/2011,09/03/2011,FAI SWAM 5A,18.0,ug/m3,,1,1,1
433,GIARDINI MARGHERITA,09/03/2011,10/03/2011,FAI SWAM 5A,29.0,ug/m3,,1,1,1
434,GIARDINI MARGHERITA,10/03/2011,11/03/2011,FAI SWAM 5A,28.0,ug/m3,,1,1,1
435,GIARDINI MARGHERITA,11/03/2011,12/03/2011,FAI SWAM 5A,,ug/m3,,-1,-1,-1
436,GIARDINI MARGHERITA,12/03/2011,13/03/2011,FAI SWAM 5A,22.0,ug/m3,,1,1,1
437,GIARDINI MARGHERITA,13/03/2011,14/03/2011,FAI SWAM 5A,34.0,ug/m3,,1,1,1
438,GIARDINI MARGHERITA,14/03/2011,15/03/2011,FAI SWAM 5A,11.0,ug/m3,,1,1,1
439,GIARDINI MARGHERITA,15/03/2011,16/03/2011,FAI SWAM 5A,15.0,ug/m3,,1,1,1
440,GIARDINI MARGHERITA,16/03/2011,17/03/2011,FAI SWAM 5A,5.0,ug/m3,,1,1,1
441,GIARDINI MARGHERITA,17/03/2011,18/03/2011,FAI SWAM 5A,4.0,ug/m3,,1,1,1
442,GIARDINI MARGHERITA,18/03/2011,19/03/2011,FAI SWAM 5A,12.0,ug/m3,,1,1,1
443,GIARDINI MARGHERITA,19/03/2011,20/03/2011,FAI SWAM 5A,17.0,ug/m3,,1,1,1
444,GIARDINI MARGHERITA,20/03/2011,21/03/2011,FAI SWAM 5A,8.0,ug/m3,,1,1,1
445,GIARDINI MARGHERITA,21/03/2011,22/03/2011,FAI SWAM 5A,14.0,ug/m3,,1,1,1
446,GIARDINI MARGHERITA,22/03/2011,23/03/2011,FAI SWAM 5A,19.0,ug/m3,,1,1,1
447,GIARDINI MARGHERITA,23/03/2011,24/03/2011,FAI SWAM 5A,20.0,ug/m3,,1,1,1
448,GIARDINI MARGHERITA,24/03/2011,25/03/2011,FAI SWAM 5A,20.0,ug/m3,,1,1,1
449,GIARDINI MARGHERITA,25/03/2011,26/03/2011,FAI SWAM 5A,,ug/m3,,-1,-1,-1
450,GIARDINI MARGHERITA,26/03/2011,27/03/2011,FAI SWAM 5A,,ug/m3,,-1,-1,-1
451,GIARDINI MARGHERITA,27/03/2011,28/03/2011,FAI SWAM 5A,12.0,ug/m3,,1,1,1
452,GIARDINI MARGHERITA,28/03/2011,29/03/2011,FAI SWAM 5A,18.0,ug/m3,,1,1,1
453,GIARDINI MARGHERITA,29/03/2011,30/03/2011,FAI SWAM 5A,11.0,ug/m3,,1,1,1
454,GIARDINI MARGHERITA,30/03/2011,31/03/2011,FAI SWAM 5A,10.0,ug/m3,,1,1,1
455,GIARDINI MARGHERITA,31/03/2011,01/04/2011,FAI SWAM 5A,12.0,ug/m3,,1,1,1
456,GIARDINI MARGHERITA,01/04/2011,02/04/2011,FAI SWAM 5A,17.0,ug/m3,,1,1,1
457,GIARDINI MARGHERITA,02/04/2011,03/04/2011,FAI SWAM 5A,20.0,ug/m3,,1,1,1
458,GIARDINI MARGHERITA,03/04/2011,04/04/2011,FAI SWAM 5A,17.0,ug/m3,,1,1,1
459,GIARDINI MARGHERITA,04/04/2011,05/04/2011,FAI SWAM 5A,10.0,ug/m3,,1,1,1
460,GIARDINI MARGHERITA,05/04/2011,06/04/2011,FAI SWAM 5A,2.0,ug/m3,,1,1,1
461,GIARDINI MARGHERITA,06/04/2011,07/04/2011,FAI SWAM 5A,3.0,ug/m3,,1,1,1
462,GIARDINI MARGHERITA,07/04/2011,08/04/2011,FAI SWAM 5A,10.0,ug/m3,,1,1,1
463,GIARDINI MARGHERITA,08/04/2011,09/04/2011,FAI SWAM 5A,11.0,ug/m3,,1,1,1
464,GIARDINI MARGHERITA,09/04/2011,10/04/2011,FAI SWAM 5A,6.0,ug/m3,,1,1,1
465,GIARDINI MARGHERITA,10/04/2011,11/04/2011,FAI SWAM 5A,11.0,ug/m3,,1,1,1
466,GIARDINI MARGHERITA,11/04/2011,12/04/2011,FAI SWAM 5A,8.0,ug/m3,,1,1,1
467,GIARDINI MARGHERITA,12/04/2011,13/04/2011,FAI SWAM 5A,12.0,ug/m3,,1,1,1
468,GIARDINI MARGHERITA,13/04/2011,14/04/2011,FAI SWAM 5A,3.0,ug/m3,,1,1,1
469,GIARDINI MARGHERITA,14/04/2011,15/04/2011,FAI SWAM 5A,10.0,ug/m3,,1,1,1
470,GIARDINI MARGHERITA,15/04/2011,16/04/2011,FAI SWAM 5A,7.0,ug/m3,,1,1,1
471,GIARDINI MARGHERITA,16/04/2011,17/04/2011,FAI SWAM 5A,14.0,ug/m3,,1,1,1
472,GIARDINI MARGHERITA,17/04/2011,18/04/2011,FAI SWAM 5A,14.0,ug/m3,,1,1,1
473,GIARDINI MARGHERITA,18/04/2011,19/04/2011,FAI SWAM 5A,16.0,ug/m3,,1,1,1
474,GIARDINI MARGHERITA,19/04/2011,20/04/2011,FAI SWAM 5A,19.0,ug/m3,,1,1,1
475,GIARDINI MARGHERITA,20/04/2011,21/04/2011,FAI SWAM 5A,17.0,ug/m3,,1,1,1
476,GIARDINI MARGHERITA,21/04/2011,22/04/2011,FAI SWAM 5A,20.0,ug/m3,,1,1,1
